district,year,national_severity_weight,basin_exposure_weight,erosion_weight,proxy_peak_exceedance_score,proxy_days_above_danger_score,proxy_percent_area_flooded_score,FDI_proxy_0_1,floodplain_context,rank_in_year,Latitude,Longitude
Sylhet,2011,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2011,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2011,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,23.1,91.98
Rangamati,2011,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,22.65,92.17
Dinajpur,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.625,88.65
Lalmonirhat,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.92,89.45
Nilphamari,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.95,88.85
Rangpur,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.7449,89.2756
Chuadanga,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.63,88.83
Jashore,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.17,89.2
Jhenaidah,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.55,89.15
Kushtia,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.9,89.12
Magura,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.49,89.42
Meherpur,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.77,88.63
Narail,2011,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.18,89.5
Dhaka,2011,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.8103,90.4125
Faridpur,2011,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.607,89.8429
Gopalganj,2011,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.02,89.83
Madaripur,2011,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.17,90.19
Munshiganj,2011,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.54,90.53
Narayanganj,2011,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.6226,90.501
Shariatpur,2011,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.22,90.35
Gazipur,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.96,91.11
Cumilla,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.1,89.02
Naogaon,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.81,88.94
Natore,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2011,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.25,89.9167
Chandpur,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.85,89.37
Pabna,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.45,89.71
Gaibandha,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2012,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.923,89.9501
Chattogram,2012,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2012,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2012,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2012,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.65,89.7667
Khulna,2012,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.8167,89.55
Satkhira,2012,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.7234,89.0751
Barguna,2012,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.15,90.13
Patuakhali,2012,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.35,90.3
Pirojpur,2012,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.58,89.98
Kishoreganj,2012,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2012,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2012,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2012,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2012,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2012,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2012,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,23.1,91.98
Rangamati,2012,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,22.65,92.17
Dinajpur,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.625,88.65
Lalmonirhat,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.92,89.45
Nilphamari,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.95,88.85
Rangpur,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.7449,89.2756
Chuadanga,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.63,88.83
Jashore,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.17,89.2
Jhenaidah,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.55,89.15
Kushtia,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.9,89.12
Magura,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.49,89.42
Meherpur,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.77,88.63
Narail,2012,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.18,89.5
Dhaka,2012,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.8103,90.4125
Faridpur,2012,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.607,89.8429
Gopalganj,2012,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.02,89.83
Madaripur,2012,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.17,90.19
Munshiganj,2012,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.54,90.53
Narayanganj,2012,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.6226,90.501
Shariatpur,2012,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.22,90.35
Gazipur,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.96,91.11
Cumilla,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.1,89.02
Naogaon,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.81,88.94
Natore,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2012,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.25,89.9167
Chandpur,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.85,89.37
Pabna,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.45,89.71
Gaibandha,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2013,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.923,89.9501
Chattogram,2013,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2013,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2013,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2013,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.65,89.7667
Khulna,2013,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.8167,89.55
Satkhira,2013,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.7234,89.0751
Barguna,2013,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.15,90.13
Patuakhali,2013,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.35,90.3
Pirojpur,2013,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.58,89.98
Kishoreganj,2013,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2013,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2013,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2013,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2013,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2013,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2013,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,23.1,91.98
Rangamati,2013,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,22.65,92.17
Dhaka,2013,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.8103,90.4125
Faridpur,2013,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.607,89.8429
Gopalganj,2013,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.02,89.83
Madaripur,2013,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.17,90.19
Munshiganj,2013,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.54,90.53
Narayanganj,2013,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.6226,90.501
Shariatpur,2013,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.22,90.35
Dinajpur,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.625,88.65
Lalmonirhat,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.92,89.45
Nilphamari,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.95,88.85
Rangpur,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.7449,89.2756
Chuadanga,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.63,88.83
Jashore,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.17,89.2
Jhenaidah,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.55,89.15
Kushtia,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.9,89.12
Magura,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.49,89.42
Meherpur,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.77,88.63
Narail,2013,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.18,89.5
Gazipur,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.96,91.11
Cumilla,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.1,89.02
Naogaon,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.81,88.94
Natore,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2013,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.25,89.9167
Chandpur,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.85,89.37
Pabna,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.45,89.71
Gaibandha,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2014,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.923,89.9501
Chattogram,2014,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2014,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2014,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2014,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.65,89.7667
Khulna,2014,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.8167,89.55
Satkhira,2014,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.7234,89.0751
Barguna,2014,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.15,90.13
Patuakhali,2014,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.35,90.3
Pirojpur,2014,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.58,89.98
Kishoreganj,2014,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2014,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2014,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2014,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2014,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2014,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2014,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,23.1,91.98
Rangamati,2014,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,22.65,92.17
Dhaka,2014,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.8103,90.4125
Faridpur,2014,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.607,89.8429
Gopalganj,2014,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.02,89.83
Madaripur,2014,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.17,90.19
Munshiganj,2014,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.54,90.53
Narayanganj,2014,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.6226,90.501
Shariatpur,2014,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.22,90.35
Dinajpur,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.625,88.65
Lalmonirhat,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.92,89.45
Nilphamari,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.95,88.85
Rangpur,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.7449,89.2756
Chuadanga,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.63,88.83
Jashore,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.17,89.2
Jhenaidah,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.55,89.15
Kushtia,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.9,89.12
Magura,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.49,89.42
Meherpur,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.77,88.63
Narail,2014,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.18,89.5
Gazipur,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.96,91.11
Cumilla,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.1,89.02
Naogaon,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.81,88.94
Natore,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2014,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.25,89.9167
Chandpur,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.85,89.37
Pabna,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.45,89.71
Gaibandha,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2015,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
